LOC_ID	RIL
Chr5_13976475	A123-0_1
Chr5_16788400	A123-0_1
Chr5_17573162	A123-0_1
Chr5_17983773	A123-0_1
Chr5_18687308	A123-0_1
Chr5_18695565	A123-0_1
Chr5_18960104	A123-0_1
Chr5_19041506	A123-0_1
Chr5_20247963	A123-0_1
Chr5_20301998	A123-0_1
Chr5_21321063	A123-0_1
Chr5_21678134	A123-0_1
Chr5_22244054	A123-0_1
Chr5_22595014	A123-0_1
Chr5_22645235	A123-0_1
Chr5_23105411	A123-0_1
Chr5_23257990	A123-0_1
Chr5_26931223	A123-0_1
Chr5_27073211	A123-0_1
Chr5_27123801	A123-0_1
Chr5_27495105	A123-0_1
Chr5_28384596	A123-0_1
Chr5_28592208	A123-0_1
Chr5_28811998	A123-0_1
Chr5_29636516	A123-0_1
Chr6_227472	A123-0_1
Chr6_1543420	A123-0_1
Chr6_2035334	A123-0_1
Chr6_2037771	A123-0_1
Chr6_2855292	A123-0_1
Chr6_3808396	A123-0_1
Chr6_4093155	A123-0_1
Chr6_6018184	A123-0_1
Chr6_7003294	A123-0_1
Chr6_7240933	A123-0_1
Chr6_7628081	A123-0_1
Chr6_8173157	A123-0_1
Chr6_8183198	A123-0_1
Chr6_8850088	A123-0_1
Chr6_9336295	A123-0_1
Chr6_10144769	A123-0_1
Chr6_11295784	A123-0_1
Chr6_11552864	A123-0_1
Chr6_14533007	A123-0_1
Chr6_15895797	A123-0_1
Chr6_17068637	A123-0_1
Chr6_17290334	A123-0_1
Chr6_19875147	A123-0_1
Chr6_20051106	A123-0_1
Chr6_20709176	A123-0_1
Chr6_21447643	A123-0_1
Chr6_21861157	A123-0_1
Chr6_22181553	A123-0_1
Chr6_23366776	A123-0_1
Chr6_23888836	A123-0_1
Chr6_23960300	A123-0_1
Chr6_24309353	A123-0_1
Chr6_24358871	A123-0_1
Chr6_24738717	A123-0_1
Chr6_25121076	A123-0_1
Chr6_25271452	A123-0_1
Chr6_25941375	A123-0_1
Chr6_26067398	A123-0_1
Chr6_26397557	A123-0_1
Chr6_26750778	A123-0_1
Chr6_27249221	A123-0_1
Chr6_27838561	A123-0_1
Chr6_28128926	A123-0_1
Chr6_29801346	A123-0_1
Chr6_30122819	A123-0_1
Chr6_31117136	A123-0_1
Chr7_1246394	A123-0_1
Chr7_1765517	A123-0_1
Chr7_1788057	A123-0_1
Chr7_1924669	A123-0_1
Chr7_3580864	A123-0_1
Chr7_3789570	A123-0_1
Chr7_3981857	A123-0_1
Chr7_4528886	A123-0_1
Chr7_7541939	A123-0_1
Chr7_8541854	A123-0_1
Chr7_8545936	A123-0_1
Chr7_16258988	A123-0_1
Chr7_16346850	A123-0_1
Chr7_17676175	A123-0_1
Chr7_18059490	A123-0_1
Chr7_18616401	A123-0_1
Chr7_19446274	A123-0_1
Chr7_20587125	A123-0_1
Chr7_20612318	A123-0_1
Chr7_22525619	A123-0_1
Chr7_23220760	A123-0_1
Chr7_24315404	A123-0_1
Chr7_24752172	A123-0_1
Chr7_25319824	A123-0_1
Chr7_25542893	A123-0_1
Chr7_26909813	A123-0_1
Chr7_27443315	A123-0_1
Chr7_29154624	A123-0_1
Chr7_29460820	A123-0_1
Chr7_29484348	A123-0_1
Chr8_8652	A123-0_1
Chr8_763040	A123-0_1
Chr8_1015024	A123-0_1
Chr8_2252478	A123-0_1
Chr8_2433354	A123-0_1
Chr8_4893418	A123-0_1
Chr8_8939726	A123-0_1
Chr8_10729276	A123-0_1
Chr8_11774718	A123-0_1
Chr8_19456158	A123-0_1
Chr8_19671059	A123-0_1
Chr8_19840875	A123-0_1
Chr8_20130311	A123-0_1
Chr8_20628371	A123-0_1
Chr8_21038864	A123-0_1
Chr8_21236816	A123-0_1
Chr8_21266283	A123-0_1
Chr8_21303491	A123-0_1
Chr8_21582221	A123-0_1
Chr8_23289526	A123-0_1
Chr8_23612059	A123-0_1
Chr8_23621524	A123-0_1
Chr8_23643361	A123-0_1
Chr8_24175360	A123-0_1
Chr8_24622993	A123-0_1
Chr8_24881079	A123-0_1
Chr8_26430164	A123-0_1
Chr8_26492492	A123-0_1
Chr8_26602700	A123-0_1
Chr8_27152477	A123-0_1
Chr8_27345072	A123-0_1
Chr8_27491665	A123-0_1
Chr8_27839011	A123-0_1
Chr8_28049379	A123-0_1
Chr8_28264255	A123-0_1
Chr8_28359810	A123-0_1
Chr9_6735981	A123-0_1
Chr9_10338430	A123-0_1
Chr9_12538484	A123-0_1
Chr9_12812945	A123-0_1
Chr9_13755558	A123-0_1
Chr9_15710873	A123-0_1
Chr9_16182068	A123-0_1
Chr9_16865569	A123-0_1
Chr9_17091700	A123-0_1
Chr9_17343760	A123-0_1
Chr9_17908907	A123-0_1
Chr9_18354396	A123-0_1
Chr9_19637390	A123-0_1
Chr9_19950388	A123-0_1
Chr9_19950662	A123-0_1
Chr9_20250174	A123-0_1
Chr9_20804029	A123-0_1
Chr10_664875	A123-0_1
Chr10_1267743	A123-0_1
Chr10_2990544	A123-0_1
Chr10_5464812	A123-0_1
Chr10_10579471	A123-0_1
Chr10_11609959	A123-0_1
Chr10_12054351	A123-0_1
Chr10_14181188	A123-0_1
Chr10_15143402	A123-0_1
Chr10_15522562	A123-0_1
Chr10_15844226	A123-0_1
Chr10_16757583	A123-0_1
Chr10_17064451	A123-0_1
Chr10_17892618	A123-0_1
Chr10_17918254	A123-0_1
Chr10_18044216	A123-0_1
Chr10_18050498	A123-0_1
Chr10_18430452	A123-0_1
Chr10_21849907	A123-0_1
Chr10_21853601	A123-0_1
Chr10_21923711	A123-0_1
Chr10_22745427	A123-0_1
Chr11_257898	A123-0_1
Chr11_617174	A123-0_1
Chr11_1807319	A123-0_1
Chr11_2446250	A123-0_1
Chr11_2492870	A123-0_1
Chr11_2724735	A123-0_1
Chr11_2880275	A123-0_1
Chr11_3596962	A123-0_1
Chr11_3763257	A123-0_1
Chr11_3763337	A123-0_1
Chr11_4125181	A123-0_1
Chr11_6968563	A123-0_1
Chr11_7594413	A123-0_1
Chr11_10091197	A123-0_1
Chr11_10775103	A123-0_1
Chr11_11033106	A123-0_1
Chr11_11666230	A123-0_1
Chr11_13743296	A123-0_1
Chr11_13975601	A123-0_1
Chr11_15385199	A123-0_1
Chr11_16100808	A123-0_1
Chr11_16811327	A123-0_1
Chr11_16894771	A123-0_1
Chr11_17352197	A123-0_1
Chr11_17641559	A123-0_1
Chr11_17787653	A123-0_1
Chr11_19532759	A123-0_1
Chr11_19811280	A123-0_1
Chr11_20478227	A123-0_1
Chr11_20490424	A123-0_1
Chr11_21459183	A123-0_1
Chr11_23860742	A123-0_1
Chr11_24682791	A123-0_1
Chr11_25822229	A123-0_1
Chr11_28835577	A123-0_1
Chr12_731441	A123-0_1
Chr12_827132	A123-0_1
Chr12_2224377	A123-0_1
Chr12_3840865	A123-0_1
Chr12_4109145	A123-0_1
Chr12_5545730	A123-0_1
Chr12_7653851	A123-0_1
Chr12_15777508	A123-0_1
Chr12_19986497	A123-0_1
Chr12_21250306	A123-0_1
Chr12_22594222	A123-0_1
Chr12_23060351	A123-0_1
Chr12_23784567	A123-0_1
Chr12_24587182	A123-0_1
Chr12_25413938	A123-0_1
Chr12_26057300	A123-0_1
Chr12_26785876	A123-0_1
Chr1_174497	A123-2_1
Chr1_214352	A123-2_1
Chr1_316534	A123-2_1
Chr1_639972	A123-2_1
Chr1_1193504	A123-2_1
Chr1_1374936	A123-2_1
Chr1_5120693	A123-2_1
Chr1_5145816	A123-2_1
Chr1_5623713	A123-2_1
Chr1_5709001	A123-2_1
Chr1_6057238	A123-2_1
Chr1_6432233	A123-2_1
Chr1_6798864	A123-2_1
Chr1_7384444	A123-2_1
Chr1_8326624	A123-2_1
Chr1_10056824	A123-2_1
Chr1_12209294	A123-2_1
Chr1_15512723	A123-2_1
Chr1_16327643	A123-2_1
Chr1_17977361	A123-2_1
Chr1_20599334	A123-2_1
Chr1_21412334	A123-2_1
Chr1_21565699	A123-2_1
Chr1_24082897	A123-2_1
Chr1_24181479	A123-2_1
Chr1_24252949	A123-2_1
Chr1_25086304	A123-2_1
Chr1_25281770	A123-2_1
Chr1_25866208	A123-2_1
Chr1_26106793	A123-2_1
Chr1_26205753	A123-2_1
Chr1_27292707	A123-2_1
Chr1_28490064	A123-2_1
Chr1_29328838	A123-2_1
Chr1_29935735	A123-2_1
Chr1_30235962	A123-2_1
Chr1_30404319	A123-2_1
Chr1_31412431	A123-2_1
Chr1_32658454	A123-2_1
Chr1_33282256	A123-2_1
Chr1_35200488	A123-2_1
Chr1_35936947	A123-2_1
Chr1_36114226	A123-2_1
Chr1_36796589	A123-2_1
Chr1_38092037	A123-2_1
Chr1_38092618	A123-2_1
Chr1_39666830	A123-2_1
Chr1_39904179	A123-2_1
Chr1_42320293	A123-2_1
Chr2_458589	A123-2_1
Chr2_1083133	A123-2_1
Chr2_2025375	A123-2_1
Chr2_3502593	A123-2_1
Chr2_4195061	A123-2_1
Chr2_4314537	A123-2_1
Chr2_9438879	A123-2_1
Chr2_9445571	A123-2_1
Chr2_9640960	A123-2_1
Chr2_10202907	A123-2_1
Chr2_11041881	A123-2_1
Chr2_12298995	A123-2_1
Chr2_12469552	A123-2_1
Chr2_16018153	A123-2_1
Chr2_16222087	A123-2_1
Chr2_16678146	A123-2_1
Chr2_16986965	A123-2_1
Chr2_17403293	A123-2_1
Chr2_17969908	A123-2_1
Chr2_18302508	A123-2_1
Chr2_18458308	A123-2_1
Chr2_22547038	A123-2_1
Chr2_22817800	A123-2_1
Chr2_24826574	A123-2_1
Chr2_26037364	A123-2_1
Chr2_26262992	A123-2_1
Chr2_27148056	A123-2_1
Chr2_27201254	A123-2_1
Chr2_28430667	A123-2_1
Chr2_28948533	A123-2_1
Chr2_29206691	A123-2_1
Chr2_29370758	A123-2_1
Chr2_29419742	A123-2_1
Chr2_30192728	A123-2_1
Chr2_30375297	A123-2_1
Chr2_30902244	A123-2_1
Chr2_31053561	A123-2_1
Chr2_31670396	A123-2_1
Chr2_32571629	A123-2_1
Chr2_32716118	A123-2_1
Chr2_33884289	A123-2_1
Chr2_34576206	A123-2_1
Chr3_1246188	A123-2_1
Chr3_1298988	A123-2_1
Chr3_1429393	A123-2_1
Chr3_1840658	A123-2_1
Chr3_1922885	A123-2_1
Chr3_2737673	A123-2_1
Chr3_3390556	A123-2_1
Chr3_4820855	A123-2_1
Chr3_6139873	A123-2_1
Chr3_6227232	A123-2_1
Chr3_8558948	A123-2_1
Chr3_9946170	A123-2_1
Chr3_10676838	A123-2_1
Chr3_11281617	A123-2_1
Chr3_11514063	A123-2_1
Chr3_12158053	A123-2_1
Chr3_14620264	A123-2_1
Chr3_16846775	A123-2_1
Chr3_17269649	A123-2_1
Chr3_18117564	A123-2_1
Chr3_24753651	A123-2_1
Chr3_28470308	A123-2_1
Chr3_28519793	A123-2_1
Chr3_29574402	A123-2_1
Chr3_30058248	A123-2_1
Chr3_30613089	A123-2_1
Chr3_31848035	A123-2_1
Chr3_31848096	A123-2_1
Chr3_32923406	A123-2_1
Chr3_33130124	A123-2_1
Chr3_34211214	A123-2_1
Chr3_34459499	A123-2_1
Chr3_34570540	A123-2_1
Chr3_35141440	A123-2_1
Chr4_9332085	A123-2_1
Chr4_9562247	A123-2_1
Chr4_14006528	A123-2_1
Chr4_18718159	A123-2_1
Chr4_20906353	A123-2_1
Chr4_21249875	A123-2_1
Chr4_21835982	A123-2_1
Chr4_22423569	A123-2_1
Chr4_22883629	A123-2_1
Chr4_23439378	A123-2_1
Chr4_24925072	A123-2_1
Chr4_25028693	A123-2_1
Chr4_25599161	A123-2_1
Chr4_26016653	A123-2_1
Chr4_26226544	A123-2_1
Chr4_26423865	A123-2_1
Chr4_27011581	A123-2_1
Chr4_27056953	A123-2_1
Chr4_27071055	A123-2_1
Chr4_27129771	A123-2_1
Chr4_27782487	A123-2_1
Chr4_28057246	A123-2_1
Chr4_28059607	A123-2_1
Chr4_28148000	A123-2_1
Chr4_28828615	A123-2_1
Chr4_29593703	A123-2_1
Chr4_31426319	A123-2_1
Chr4_31930920	A123-2_1
Chr4_32169652	A123-2_1
Chr4_33304485	A123-2_1
Chr4_34367900	A123-2_1
Chr4_34687258	A123-2_1
Chr4_35422457	A123-2_1
Chr5_171252	A123-2_1
Chr5_334871	A123-2_1
Chr5_898444	A123-2_1
Chr5_5878602	A123-2_1
Chr5_6663444	A123-2_1
Chr5_6738606	A123-2_1
Chr5_7561740	A123-2_1
Chr5_10234682	A123-2_1
Chr5_13976475	A123-2_1
Chr5_15586260	A123-2_1
Chr5_16788400	A123-2_1
Chr5_17983773	A123-2_1
Chr5_18695565	A123-2_1
Chr5_18960104	A123-2_1
Chr5_19041506	A123-2_1
Chr5_20100663	A123-2_1
Chr5_20301998	A123-2_1
Chr5_21321063	A123-2_1
Chr5_21678134	A123-2_1
Chr5_22645235	A123-2_1
Chr5_23257990	A123-2_1
Chr5_27073211	A123-2_1
Chr5_27123801	A123-2_1
Chr5_28384596	A123-2_1
Chr5_28592208	A123-2_1
Chr5_28811998	A123-2_1
Chr5_29636516	A123-2_1
Chr6_227472	A123-2_1
Chr6_1543420	A123-2_1
Chr6_2035334	A123-2_1
Chr6_2855292	A123-2_1
Chr6_3808396	A123-2_1
Chr6_4093155	A123-2_1
Chr6_7240933	A123-2_1
Chr6_7628081	A123-2_1
Chr6_9339554	A123-2_1
Chr6_10144769	A123-2_1
Chr6_11552864	A123-2_1
Chr6_12822150	A123-2_1
Chr6_14533007	A123-2_1
Chr6_17068637	A123-2_1
Chr6_17290334	A123-2_1
Chr6_20709176	A123-2_1
Chr6_21861157	A123-2_1
Chr6_22646014	A123-2_1
Chr6_23888836	A123-2_1
Chr6_24358871	A123-2_1
Chr6_24738717	A123-2_1
Chr6_25002508	A123-2_1
Chr6_25121076	A123-2_1
Chr6_25941375	A123-2_1
Chr6_26083885	A123-2_1
Chr6_26397557	A123-2_1
Chr6_27249221	A123-2_1
Chr6_27484912	A123-2_1
Chr6_27559147	A123-2_1
Chr6_28915935	A123-2_1
Chr6_29756945	A123-2_1
Chr6_29801346	A123-2_1
Chr6_31117136	A123-2_1
Chr7_1246394	A123-2_1
Chr7_1765517	A123-2_1
Chr7_1788057	A123-2_1
Chr7_1793930	A123-2_1
Chr7_3580864	A123-2_1
Chr7_3981857	A123-2_1
Chr7_4692620	A123-2_1
Chr7_7541939	A123-2_1
Chr7_8541854	A123-2_1
Chr7_8782988	A123-2_1
Chr7_16258988	A123-2_1
Chr7_18616401	A123-2_1
Chr7_19446274	A123-2_1
Chr7_20587125	A123-2_1
Chr7_20612318	A123-2_1
Chr7_24315404	A123-2_1
Chr7_24773097	A123-2_1
Chr7_26909813	A123-2_1
Chr7_27443315	A123-2_1
Chr7_29154624	A123-2_1
Chr7_29460820	A123-2_1
Chr7_29484348	A123-2_1
Chr8_763040	A123-2_1
Chr8_2433354	A123-2_1
Chr8_9778571	A123-2_1
Chr8_10729276	A123-2_1
Chr8_11774718	A123-2_1
Chr8_15387729	A123-2_1
Chr8_19453285	A123-2_1
Chr8_19456158	A123-2_1
Chr8_19671059	A123-2_1
Chr8_19840875	A123-2_1
Chr8_19850939	A123-2_1
Chr8_21303491	A123-2_1
Chr8_21744858	A123-2_1
Chr8_23289526	A123-2_1
Chr8_24175360	A123-2_1
Chr8_24881079	A123-2_1
Chr8_26430164	A123-2_1
Chr8_26602700	A123-2_1
Chr8_27152477	A123-2_1
Chr8_28359810	A123-2_1
Chr9_990280	A123-2_1
Chr9_5857837	A123-2_1
Chr9_11188612	A123-2_1
Chr9_12538484	A123-2_1
Chr9_15254890	A123-2_1
Chr9_15710720	A123-2_1
Chr9_16182068	A123-2_1
Chr9_16275412	A123-2_1
Chr9_16552917	A123-2_1
Chr9_16865569	A123-2_1
Chr9_19637390	A123-2_1
Chr9_20250174	A123-2_1
Chr9_20804029	A123-2_1
Chr10_664875	A123-2_1
Chr10_1267743	A123-2_1
Chr10_1896880	A123-2_1
Chr10_2990544	A123-2_1
Chr10_3543279	A123-2_1
Chr10_11609959	A123-2_1
Chr10_12054351	A123-2_1
Chr10_14181188	A123-2_1
Chr10_15143402	A123-2_1
Chr10_15522562	A123-2_1
Chr10_15844226	A123-2_1
Chr10_17064451	A123-2_1
Chr10_17892618	A123-2_1
Chr10_18044216	A123-2_1
Chr10_18430452	A123-2_1
Chr10_19044056	A123-2_1
Chr10_20619416	A123-2_1
Chr10_21849907	A123-2_1
Chr10_21923711	A123-2_1
Chr10_22180693	A123-2_1
Chr10_22456790	A123-2_1
Chr10_22745427	A123-2_1
Chr10_22984171	A123-2_1
Chr11_617174	A123-2_1
Chr11_1807319	A123-2_1
Chr11_2446250	A123-2_1
Chr11_2492870	A123-2_1
Chr11_2880275	A123-2_1
Chr11_3763337	A123-2_1
Chr11_5907873	A123-2_1
Chr11_7594413	A123-2_1
Chr11_11033106	A123-2_1
Chr11_13743296	A123-2_1
Chr11_15385199	A123-2_1
Chr11_16100808	A123-2_1
Chr11_16811327	A123-2_1
Chr11_17024049	A123-2_1
Chr11_17787653	A123-2_1
Chr11_19029773	A123-2_1
Chr11_19532759	A123-2_1
Chr11_20490424	A123-2_1
Chr11_21459142	A123-2_1
Chr11_21459183	A123-2_1
Chr11_21964338	A123-2_1
Chr11_22474608	A123-2_1
Chr11_23860742	A123-2_1
Chr11_24682791	A123-2_1
Chr11_25822229	A123-2_1
Chr12_2224377	A123-2_1
Chr12_4109145	A123-2_1
Chr12_5545730	A123-2_1
Chr12_7653851	A123-2_1
Chr12_9948043	A123-2_1
Chr12_15777508	A123-2_1
Chr12_16032691	A123-2_1
Chr12_19986497	A123-2_1
Chr12_23060351	A123-2_1
Chr12_23784567	A123-2_1
Chr12_24587179	A123-2_1
Chr12_25413938	A123-2_1
Chr12_25776834	A123-2_1
Chr12_26012061	A123-2_1
Chr12_26013080	A123-2_1
Chr12_26785876	A123-2_1
Chr12_27356053	A123-2_1
Chr1_2924	EG4-1_1
Chr1_174500	EG4-1_1
Chr1_1116558	EG4-1_1
Chr1_1132974	EG4-1_1
Chr1_1624376	EG4-1_1
Chr1_1691678	EG4-1_1
Chr1_1715116	EG4-1_1
Chr1_1852226	EG4-1_1
Chr1_3444991	EG4-1_1
Chr1_3780848	EG4-1_1
Chr1_3826731	EG4-1_1
Chr1_3929764	EG4-1_1
Chr1_4076463	EG4-1_1
Chr1_4220009	EG4-1_1
Chr1_4230076	EG4-1_1
Chr1_5335610	EG4-1_1
Chr1_5394628	EG4-1_1
Chr1_6172232	EG4-1_1
Chr1_6806760	EG4-1_1
Chr1_6816414	EG4-1_1
Chr1_6846278	EG4-1_1
Chr1_6864903	EG4-1_1
Chr1_7514411	EG4-1_1
Chr1_8080398	EG4-1_1
Chr1_8479731	EG4-1_1
Chr1_8750743	EG4-1_1
Chr1_9142464	EG4-1_1
Chr1_9581604	EG4-1_1
Chr1_10903900	EG4-1_1
Chr1_11226134	EG4-1_1
Chr1_11431995	EG4-1_1
Chr1_12249227	EG4-1_1
Chr1_12375108	EG4-1_1
Chr1_13935274	EG4-1_1
Chr1_14047375	EG4-1_1
Chr1_16130485	EG4-1_1
Chr1_18405049	EG4-1_1
Chr1_18989741	EG4-1_1
Chr1_19040114	EG4-1_1
Chr1_19407316	EG4-1_1
Chr1_21229112	EG4-1_1
Chr1_21351850	EG4-1_1
Chr1_21412334	EG4-1_1
Chr1_21565699	EG4-1_1
Chr1_22415369	EG4-1_1
Chr1_22465946	EG4-1_1
Chr1_23112819	EG4-1_1
Chr1_24027733	EG4-1_1
Chr1_24082897	EG4-1_1
Chr1_24969376	EG4-1_1
Chr1_25256700	EG4-1_1
Chr1_25865811	EG4-1_1
Chr1_27497751	EG4-1_1
Chr1_28356228	EG4-1_1
Chr1_28918069	EG4-1_1
Chr1_28924284	EG4-1_1
Chr1_29276378	EG4-1_1
Chr1_29328835	EG4-1_1
Chr1_29398063	EG4-1_1
Chr1_29494571	EG4-1_1
Chr1_29496304	EG4-1_1
Chr1_29926800	EG4-1_1
Chr1_30895564	EG4-1_1
Chr1_31556969	EG4-1_1
Chr1_32204668	EG4-1_1
Chr1_32293359	EG4-1_1
Chr1_33766058	EG4-1_1
Chr1_34086311	EG4-1_1
Chr1_34281435	EG4-1_1
Chr1_34897488	EG4-1_1
Chr1_34998828	EG4-1_1
Chr1_35178668	EG4-1_1
